NBI #,Route,Place,County,FeatureIntersected,FacilityCarried,Location,Built,Reconstructed,Length(m),Suff.Rat.,MaterialDesign,DesignConstruction,Status,FunctionalClass,View
      53 1248,405,Inglewood,Los Angeles,'I-405 & NB RAMPS,'W FLORENCE AVENUE,'07-LA-405-23.50-ING,1961,,82,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626264
      53 1248,405,Inglewood,Los Angeles,'I-405 & NB RAMPS,'W FLORENCE AVENUE,'07-LA-405-23.50-ING,1961,,82,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",626265
      53 1248,405,Inglewood,Los Angeles,'I-405 & NB RAMPS,'W FLORENCE AVENUE,'07-LA-405-23.50-ING,1961,,82,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626266
      53 1251,405,Los Angeles,Los Angeles,'ROUTE 405,'LA TIJERA BLVD,'07-LA-405-24.27-LA,1963,,68,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626272
      53 1272,,Los Angeles,Los Angeles,'VINELAND AVENUE,'STATE ROUTE 134,'07-LA-134-0.35-LA,1962,,57,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",626282
      53 1273,,Los Angeles,Los Angeles,'LANKERSHIM BLVD,'STATE ROUTE 134,'07-LA-134-0.51-LA,1962,,55,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",626283
      53 1287,134,Los Angeles,Los Angeles,'STATE ROUTE 134,'RIVERSIDE DRIVE,'07-LA-134-4.81-LA,1962,,44,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626299
      53 1292,110,Los Angeles,Los Angeles,'I 110,'111TH PLACE,'07-LA-110-14.18-LA,1989,,121,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626302
      53 1303,10,West Covina,Los Angeles,'INTERSTATE 10 AND RAMPS,'BARRANCA ST,'07-LA-010-38.01-WCOV,1975,,79,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626326
      53 1324,91,Cerritos,Los Angeles,'STATE ROUTE 91,'GRIDLEY ROAD,'07-LA-091-R17.57-CRTS,1968,,74,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626335
      53 1327L,60,Los Angeles,Los Angeles,'ROUTE 60 WB,'SOTO STREET,'07-LA-060-0.38-LA,1960,,24,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626338
      53 1328,10,Los Angeles,Los Angeles,'INTERSTATE 10 & CONN,'STATE STREET,'07-LA-010-18.59-LA,1959,,200,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626339
      53 1328,10,Los Angeles,Los Angeles,'INTERSTATE 10 & CONN,'STATE STREET,'07-LA-010-18.59-LA,1959,,200,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626340
      53 1328,10,Los Angeles,Los Angeles,'INTERSTATE 10 & CONN,'STATE STREET,'07-LA-010-18.59-LA,1959,,200,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626341
      53 1328,10,Los Angeles,Los Angeles,'INTERSTATE 10 & CONN,'STATE STREET,'07-LA-010-18.59-LA,1959,,200,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626342
      53 1349,5,Los Angeles,Los Angeles,'ROUTE 5,'STATE STREET,'07-LA-005-18.25-LA,1959,,73,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626365
      53 1356L,5,Los Angeles,Los Angeles,'ROUTE 5 SB,'WHITTIER BLVD,'07-LA-005-17.07-LA,1960,,25,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626368
      53 1356R,5,Los Angeles,Los Angeles,'ROUTE 5 NB & E10-N5 CON,'WHITTIER BLVD,'07-LA-005-17.07-LA,1960,,28,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626369
      53 1366R,5,Los Angeles,Los Angeles,'INTERSTATE 5 NB,'7TH STREET,'07-LA-005-16.90-LA,1960,,27,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626371
      53 1373,5,Los Angeles,Los Angeles,'ROUTE 5,'NORTH BROADWAY,'07-LA-005-19.73-LA,1960,,49,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626377
      53 1396L,60,Los Angeles,Los Angeles,'ROUTE 60 WB,'BOYLE AVE,'07-LA-060-0.28-LA,1960,,66,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626395
      53 1398L,60,Los Angeles,Los Angeles,'ST RTE 60 WB & CONNS,'MARIETTA ST,'07-LA-060-R0.73-LA,1960,,63,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626397
      53 1398L,60,Los Angeles,Los Angeles,'ST RTE 60 WB & CONNS,'MARIETTA ST,'07-LA-060-R0.73-LA,1960,,63,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626398
      53 1398L,60,Los Angeles,Los Angeles,'ST RTE 60 WB & CONNS,'MARIETTA ST,'07-LA-060-R0.73-LA,1960,,63,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626399
      53 1398L,60,Los Angeles,Los Angeles,'ST RTE 60 WB & CONNS,'MARIETTA ST,'07-LA-060-R0.73-LA,1960,,63,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626400
      53 1414,2,Los Angeles,Los Angeles,'ROUTE 2,'OAK GLEN PL OC,'07-LA-000-0.00-LA,1962,,52,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626406
      53 1431,91,Cerritos,Los Angeles,'STATE ROUTE 91,'183RD ST,'07-LA-091-R20.16-CRTS,1969,,97,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626417
      53 1433,91,Cerritos,Los Angeles,'STATE ROUTE 91,'BLOOMFIELD AVE,'07-LA-091-R19.17-CRTS,1968,,71,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626419
      53 1434,91,Cerritos,Los Angeles,'STATE ROUTE 91,'ARTESIA BLVD,'07-LA-091-R19.43-CRTS,1968,,101,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626420
      53 1466,405,Inglewood,Los Angeles,'N405-LA CIENEGA OFF RAM,'MANCHESTER BLVD,'07-LA-405-23.36-ING,1961,,13,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626451
      53 1477,605,Industry (corporate name for City of Industry),Los Angeles,'ROUTE 605 & RAMP,'PECK ROAD,'07-LA-605-R16.65-IDY,1963,,101,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626461
      53 1529,605,Santa Fe Springs,Los Angeles,'ROUTE 605,'OBREGON STREET,'07-LA-605-R13.98-SFSP,1964,,68,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626485
      53 1531,605,Pico Rivera,Los Angeles,'ROUTE 605,'BEVERLY BLVD,'07-LA-605-R14.41-PRV,1964,,93,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626486
      53 1531,605,Pico Rivera,Los Angeles,'ROUTE 605,'BEVERLY BLVD,'07-LA-605-R14.41-PRV,1964,,93,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626487
      53 1531,605,Pico Rivera,Los Angeles,'ROUTE 605,'BEVERLY BLVD,'07-LA-605-R14.41-PRV,1964,,93,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626488
      53 1533,605,Pico Rivera,Los Angeles,'ROUTE 605,'ROSE HILLS ROAD,'07-LA-605-R15.57-PRV,1964,,72,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626489
      53 1566,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'WESTERN AVE,'07-LA-010-R12.82-LA,1962,,97,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626515
      53 1566,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'WESTERN AVE,'07-LA-010-R12.82-LA,1962,,97,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626516
      53 1566,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'WESTERN AVE,'07-LA-010-R12.82-LA,1962,,97,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626517
      53 1567,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'GRAMERCY PLACE,'07-LA-010-R12.57-LA,1962,,104,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626518
      53 1567,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'GRAMERCY PLACE,'07-LA-010-R12.57-LA,1962,,104,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626519
      53 1567,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'GRAMERCY PLACE,'07-LA-010-R12.57-LA,1962,,104,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626520
      53 1568,10,Los Angeles,Los Angeles,'INTERSTATE 10,'ARLINGTON AVE,'07-LA-010-R12.32-LA,1962,,69,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626521
      53 1569,10,Los Angeles,Los Angeles,'INTERSTATE 10,'SIXTH AVE,'07-LA-010-R11.97-LA,1962,,75,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626522
      53 1570,10,Los Angeles,Los Angeles,'INTERSTATE 10,'TENTH AVE,'07-LA-010-R11.70-LA,1962,,82,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626523
      53 1571,10,Los Angeles,Los Angeles,'INTERSTATE 10,'CRENSHAW BLVD,'07-LA-010-R11.39-LA,1962,,76,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626524
      53 1572,10,Los Angeles,Los Angeles,'INTERSTATE 10,'WEST BLVD,'07-LA-010-R11.03-LA,1962,,92,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626525
      53 1594,10,Santa Monica,Los Angeles,'INTERSTATE 10,'ST RTE 1 (LINCOLN,'07-LA-001-R34.55-SMCA,1965,,70,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626537
      53 1595,10,Santa Monica,Los Angeles,'INTERSTATE 10,'11TH STREET,'07-LA-010-R2.38-SMCA,1965,,60,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626538
      53 1596,10,Santa Monica,Los Angeles,'INTERSTATE 10,'14TH STREET,'07-LA-010-R2.61-SMCA,1965,,72,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626539
      53 1597,10,Santa Monica,Los Angeles,'INTERSTATE 10,'17TH STREET,'07-LA-010-R2.84-SMCA,1965,,77,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626540
      53 1598,10,Santa Monica,Los Angeles,'INTERSTATE 10,'20TH STREET,'07-LA-010-R3.07-SMCA,1965,,73,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626541
      53 1599,10,Santa Monica,Los Angeles,'INTERSTATE 10,'CLOVERFIELD BLVD,'07-LA-010-R3.34-SMCA,1963,,51,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626542
      53 1615,10,Los Angeles,Los Angeles,'10 AND RAMPS,'NATIONAL BLVD,'07-LA-010-R6.31-LA,1963,,125,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626548
      53 1615,10,Los Angeles,Los Angeles,'10 AND RAMPS,'NATIONAL BLVD,'07-LA-010-R6.31-LA,1963,,125,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626549
      53 1615,10,Los Angeles,Los Angeles,'10 AND RAMPS,'NATIONAL BLVD,'07-LA-010-R6.31-LA,1963,,125,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626550
      53 1616,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'OVERLAND AVE,'07-LA-010-R6.40-LA,1964,,95,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626551
      53 1616,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'OVERLAND AVE,'07-LA-010-R6.40-LA,1964,,95,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626552
      53 1616,10,Los Angeles,Los Angeles,'INTERSTATE 10 AND RAMPS,'OVERLAND AVE,'07-LA-010-R6.40-LA,1964,,95,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626553
      53 1680,101,Los Angeles,Los Angeles,'US 101,'PARKWAY CALABASAS,'07-LA-101-28.29-LA,1965,,83,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626620
      53 1708,710,Los Angeles,Los Angeles,'INTERSTATE 710,'HELLMAN AVE,'07-LA-710-R27.11-LA,1965,,75,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626647
      53 1710,605,Cerritos,Los Angeles,'INTERSTATE 605,'195TH STREET,'07-LA-605-R3.40-CRTS,1964,,70,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626650
      53 1723,605,Long Beach,Los Angeles,'ROUTE 605,'SPRING STREET,'07-LA-605-R0.29-LBCH,1965,,77,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626677
      53 1724,605,Lakewood,Los Angeles,'ROUTE 605,'CENTRALIA ROAD,'07-LA-605-R2.31-LKW,1964,,77,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626678
      53 1725,605,Cerritos,Los Angeles,'ROUTE 605,'DEL AMO BLVD,'07-LA-605-R2.87-CRTS,1966,,87,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626679
      53 1732,605,Cerritos,Los Angeles,'ROUTE 605,'SOUTH STREET,'07-LA-605-R3.75-CRTS,1966,,81,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626685
      53 1748,134,Glendale,Los Angeles,'STATE ROUTE 134,'CENTRAL AVE,'07-LA-134-R6.96-GNDL,1968,,56,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626692
      53 1749,134,Glendale,Los Angeles,'STATE ROUTE 134,'BRAND BLVD,'07-LA-134-R7.13-GNDL,1968,,65,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626693
      53 1750,134,Glendale,Los Angeles,'STATE ROUTE 134 & RAMPS,'LOUISE ST,'07-LA-134-R7.26-GNDL,1968,,70,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626694
      53 1751,134,Glendale,Los Angeles,'STATE ROUTE 134,'JACKSON ST,'07-LA-134-R7.40-GNDL,1965,,58,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626695
      53 1752,134,Glendale,Los Angeles,'STATE ROUTE 134,'GENEVA ST,'07-LA-134-R7.60-GNDL,1968,,70,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626696
      53 1764,60,Rosemead,Los Angeles,'STATE ROUTE 60,'SAN GABRIEL BLVD,'07-LA-060-R8.55-RSMD,1967,,66,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626704
      53 1765,60,South El Monte,Los Angeles,'STATE ROUTE 60,'SANTA ANITA AVE,'07-LA-060-10.23-SEMT,1966,,98,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626705
      53 1774,60,Monterey Park,Los Angeles,'STATE ROUTE 60,'GREENWOOD AVE,'07-LA-060-R6.86-MONP,1967,,63,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626711
      53 1860,14,Lancaster,Los Angeles,'ROUTE 14,"'AVENUE ""G""",'07-LA-014-R70.99-LAN,1968,,77,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",626783
      53 1862,14,Lancaster,Los Angeles,'ROUTE 14,"'AVENUE ""H""",'07-LA-014-R69.99-LAN,1968,,77,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626785
      53 1864,60,Diamond Bar,Los Angeles,'STATE ROUTE 60,'GRAND AVE,'07-LA-060-R24.45-DMBR,1970,,94,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626786
      53 1865,91,Compton,Los Angeles,'STATE ROUTE 91,'WILMINGTON AVE,'07-LA-091-R9.15-COM,1974,,80,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626787
      53 1875,134,Glendale,Los Angeles,'STATE ROUTE 134 & RAMPS,'GLENDALE AVE,'07-LA-134-R7.87-GNDL,1968,,58,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626790
      53 1893,2,Glendale,Los Angeles,'SR 2,'MOUNTAIN ST,'07-LA-002-R20.05-GNDL,1975,,71,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626804
      53 1901,2,Glendale,Los Angeles,'S2-W134 CONNECTOR RAMP,'HARVEY DRIVE,'07-LA-002-R18.92-GNDL,1967,,23,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626809
      53 1922,47,Los Angeles,Los Angeles,'INTERSTATE 110,'MACARTHUR,'07-LA-110-R1.06-LA,1970,,111,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626837
      53 1922,110,Los Angeles,Los Angeles,'INTERSTATE 110,'MACARTHUR,'07-LA-110-R1.06-LA,1970,,111,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626838
      53 1922,110,Los Angeles,Los Angeles,'INTERSTATE 110,'MACARTHUR,'07-LA-110-R1.06-LA,1970,,111,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626839
      53 1922,47,Los Angeles,Los Angeles,'INTERSTATE 110,'MACARTHUR,'07-LA-110-R1.06-LA,1970,,111,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626840
      53 1926,210,Los Angeles,Los Angeles,'ROUTE 210,'BLEDSOE ST OC,'07-LA-210-R2.74-LA,1969,,64,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626846
      53 1927,210,Los Angeles,Los Angeles,'ROUTE 210,'SAYRE ST OC,'07-LA-210-R3.84-LA,1969,,65,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626847
      53 1928,210,Los Angeles,Los Angeles,'ROUTE 210,'HUBBARD ST,'07-LA-210-R4.11-LA,1969,,62,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626848
      53 1946,2,Glendale,Los Angeles,'ROUTE 2,'HOLLY DR OC,'07-LA-002-R19.05-GNDL,1978,,68,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626860
      53 1947,2,Glendale,Los Angeles,'W2-W&E134 CONNECTOR RMP,'HOLLY DRIVE,'07-LA-002-R19.05-GNDL,1978,,61,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626861
      53 1947,2,Glendale,Los Angeles,'W2-W&E134 CONNECTOR RMP,'HOLLY DRIVE,'07-LA-002-R19.05-GNDL,1978,,61,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626862
      53 1995,210,Glendora,Los Angeles,'W210-S57 CONNECTOR RAMP,'AMELIA AVE,'07-LA-210-R44.72-GDR,1970,,28,,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626920
      53 2002,57,San Dimas,Los Angeles,'STATE ROUTE 57,'VIA VERDE,'07-LA-057-R8.71-SDMS,1971,,97,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",626935
      53 2036,605,Irwindale,Los Angeles,'ROUTE 605,'LIVE OAK AVE,'07-LA-605-23.52-IRW,1970,,80,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626975
      53 2038,605,Irwindale,Los Angeles,'ROUTE 605,'ARROW HWY,'07-LA-605-23.96-IRW,1970,,105,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626976
      53 2049,210,Glendora,Los Angeles,'INTERSTATE 210,'BARRANCA AVENUE,'07-LA-210-R41.11-GDR,1969,,66,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",626983
